,answers,correct,correct_letter,question,question_POS,source,style-pairs_layer-0,style-single_layer-0,style-pairs_layer-1,style-single_layer-1,style-pairs_layer-2,style-single_layer-2,style-pairs_layer-all,style-single_layer-all
143,"[[['communication', 'signal'], ['n', 'n']], [['strength', 'resistance'], ['n', 'n']], [['surprise', 'astonishment'], ['n', 'n']], [['reform', 'corruption'], ['n', 'n']], [['fondness', 'hatred'], ['n', 'n']]]","[['surprise', 'astonishment'], ['n', 'n']]",c,"['excitement', 'frenzy']","['n', 'n']",ML: http://www.collegeboard.org/psat/student/bin/practice.cgi?va&4&q,0,0,0,0,0,0,0,0
144,"[[['rectify', 'error'], ['v', 'n']], [['augment', 'reduction'], ['v', 'n']], [['probe', 'feeling'], ['v', 'n']], [['amplify', 'volume'], ['v', 'n']], [['distort', 'image'], ['v', 'n']]]","[['amplify', 'volume'], ['v', 'n']]",d,"['magnify', 'appearance']","['v', 'n']",ML: http://www.collegeboard.org/psat/student/bin/practice.cgi?va&3&q,0,0,1,0,0,0,0,0
145,"[[['soldier', 'obeys'], ['n', 'v']], [['runner', 'stretches'], ['n', 'v']], [['dentist', 'drills'], ['n', 'v']], [['bicyclist', 'brakes'], ['n', 'v']], [['motorist', 'drives'], ['n', 'v']]]","[['motorist', 'drives'], ['n', 'v']]",e,"['pedestrian', 'walks']","['n', 'v']",ML: http://www.collegeboard.org/psat/student/bin/practice.cgi?va&2&q,1,1,1,1,1,1,1,1
146,"[[['score', 'melody'], ['n', 'n']], [['instrument', 'artist'], ['n', 'n']], [['solo', 'chorus'], ['n', 'n']], [['benediction', 'church'], ['n', 'n']], [['suit', 'wardrobe'], ['n', 'n']]]","[['suit', 'wardrobe'], ['n', 'n']]",e,"['song', 'repertoire']","['n', 'n']",ML: http://www.collegeboard.org/psat/student/bin/practice.cgi?va&1&q,1,1,1,1,0,1,0,1
147,"[[['soldier', 'battle'], ['n', 'n']], [['student', 'knowledge'], ['n', 'n']], [['prophet', 'revelation'], ['n', 'n']], [['judge', 'law'], ['n', 'n']], [['athlete', 'prowess'], ['n', 'n']]]","[['prophet', 'revelation'], ['n', 'n']]",c,"['courier', 'message']","['n', 'n']",ML: not sure...,0,0,0,0,0,0,0,0
148,"[[['ounce', 'unit'], ['n', 'n']], [['splinter', 'wood'], ['n', 'n']], [['water', 'bucket'], ['n', 'n']], [['twine', 'rope'], ['n', 'n']], [['cream', 'butter'], ['n', 'n']]]","[['splinter', 'wood'], ['n', 'n']]",b,"['crumb', 'bread']","['n', 'n']",ML: standard ETS example http://www.collegeboard.org/sat/center/tutor/anyl005.html,1,1,1,1,0,1,0,1
149,"[[['glove', 'hand'], ['n', 'n']], [['jewelry', 'wealth'], ['n', 'n']], [['slicker', 'moisture'], ['n', 'n']], [['disguise', 'identification'], ['n', 'n']], [['helmet', 'protection'], ['n', 'n']]]","[['helmet', 'protection'], ['n', 'n']]",e,"['overcoat', 'warmth']","['n', 'n']","ML: ""One-on-one with the SATs"" (1) EASY",1,1,1,1,1,0,1,0
150,"[[['enormous', 'large'], ['a', 'a']], [['superficial', 'careful'], ['a', 'a']], [['tiresome', 'bored'], ['a', 'a']], [['precious', 'greedy'], ['a', 'a']], [['obvious', 'deceptive'], ['a', 'a']]]","[['enormous', 'large'], ['a', 'a']]",a,"['immaculate', 'clean']","['a', 'a']","ML: ""One-on-one with the SATs"" (2) EASY",0,0,1,1,1,0,1,1
151,"[[['outline', 'book'], ['n', 'n']], [['line', 'stanza'], ['n', 'n']], [['accent', 'stress'], ['n', 'n']], [['rhyme', 'sound'], ['n', 'n']], [['palette', 'painting'], ['n', 'n']]]","[['line', 'stanza'], ['n', 'n']]",b,"['scene', 'act']","['n', 'n']","ML: ""One-on-one with the SATs"" (3) EASY",0,0,0,0,0,0,0,0
152,"[[['ship', 'gangplank'], ['n', 'n']], [['crop', 'harvest'], ['n', 'n']], [['car', 'garage'], ['n', 'n']], [['pedestrians', 'feet'], ['n', 'n']], [['water', 'riverbed'], ['n', 'n']]]","[['water', 'riverbed'], ['n', 'n']]",e,"['traffic', 'street']","['n', 'n']","ML: ""One-on-one with the SATs"" (4) MEDIUM",0,0,1,1,1,1,1,1
153,"[[['sap', 'tree'], ['n', 'n']], [['siding', 'house'], ['n', 'n']], [['glue', 'paper'], ['n', 'n']], [['core', 'apple'], ['n', 'n']], [['oil', 'engine'], ['n', 'n']]]","[['glue', 'paper'], ['n', 'n']]",c,"['mortar', 'brick']","['n', 'n']","ML: ""One-on-one with the SATs"" (5) MEDIUM",1,1,1,1,1,1,1,1
154,"[[['reciprocate', 'favor'], ['v', 'n']], [['compete', 'contest'], ['v', 'n']], [['ponder', 'decision'], ['v', 'n']], [['relegate', 'position'], ['v', 'n']], [['decree', 'religion'], ['v', 'n']]]","[['reciprocate', 'favor'], ['v', 'n']]",a,"['avenge', 'wrong']","['v', 'n']","ML: ""One-on-one with the SATs"" (6) HARD",0,0,0,1,0,0,0,0
155,"[[['farm', 'domesticated'], ['n', 'a']], [['planetarium', 'artificial'], ['n', 'a']], [['university', 'academic'], ['n', 'a']], [['aquarium', 'marine'], ['n', 'a']], [['gymnasium', 'athletic'], ['n', 'a']]]","[['aquarium', 'marine'], ['n', 'a']]",d,"['arboretum', 'botanical']","['n', 'a']","ML: ""One-on-one with the SATs"" (7) HARD",0,0,0,0,1,0,1,0
156,"[[['diploma', 'graduation'], ['n', 'n']], [['vacation', 'employee'], ['n', 'n']], [['value', 'treasure'], ['n', 'n']], [['actor', 'theater'], ['n', 'n']], [['laughter', 'joke'], ['n', 'n']]]","[['value', 'treasure'], ['n', 'n']]",c,"['fame', 'celebrity']","['n', 'n']","ML: ""One-on-one with the SATs"" (8) HARD",0,0,0,0,0,0,0,0
157,"[[['blizzard', 'winter'], ['n', 'n']], [['spark', 'flame'], ['n', 'n']], [['desert', 'sand'], ['n', 'n']], [['cloudburst', 'rain'], ['n', 'n']], [['snow', 'drift'], ['n', 'n']]]","[['cloudburst', 'rain'], ['n', 'n']]",d,"['squall', 'wind']","['n', 'n']","ML: ""One-on-one with the SATs"" (9) HARD",1,1,1,1,1,1,1,1
158,"[[['despise', 'pleasant'], ['v', 'a']], [['swindle', 'gullible'], ['v', 'a']], [['parole', 'guilty'], ['v', 'a']], [['caution', 'watchful'], ['v', 'a']], [['shock', 'abrupt'], ['v', 'a']]]","[['swindle', 'gullible'], ['v', 'a']]",b,"['frighten', 'skittish']","['v', 'a']","ML: ""One-on-one with the SATs"" (10) HARD",0,0,1,1,0,1,0,1
159,"[[['teacher', 'textbook'], ['n', 'n']], [['ballerina', 'leotard'], ['n', 'n']], [['hypnotist', 'subject'], ['n', 'n']], [['lawyer', 'criminal'], ['n', 'n']], [['manager', 'baseball'], ['n', 'n']]]","[['hypnotist', 'subject'], ['n', 'n']]",c,"['puppeteer', 'marionette']","['n', 'n']","ML: ""One-on-one with the SATs"" (11) HARD",1,1,1,1,1,1,1,1
160,"[[['ingrate', 'gratitude'], ['n', 'n']], [['apprentice', 'skill'], ['n', 'n']], [['trickster', 'honesty'], ['n', 'n']], [['truant', 'education'], ['n', 'n']], [['effigy', 'hatred'], ['n', 'n']]]","[['effigy', 'hatred'], ['n', 'n']]",e,"['scapegoat', 'blame']","['n', 'n']","ML: ""One-on-one with the SATs"" (12) HARD",0,0,0,0,0,0,0,0
161,"[[['contamination', 'impure'], ['n', 'a']], [['putrefaction', 'preserved'], ['n', 'a']], [['replication', 'completed'], ['n', 'a']], [['inflation', 'reduced'], ['n', 'a']], [['destruction', 'violent'], ['n', 'a']]]","[['contamination', 'impure'], ['n', 'a']]",a,"['atrophy', 'withered']","['n', 'a']","ML: ""One-on-one with the SATs"" (13) HARD",0,0,0,0,0,0,0,0
162,"[[['horse', 'mare'], ['n', 'n']], [['cat', 'kitten'], ['n', 'n']], [['swine', 'sow'], ['n', 'n']], [['human', 'animal'], ['n', 'n']], [['cow', 'herd'], ['n', 'n']]]","[['cat', 'kitten'], ['n', 'n']]",b,"['adult', 'child']","['n', 'n']",ML: http://www.gre.org/pprepdwnld.html GRE questions (1),0,0,0,0,0,0,0,0
163,"[[['limousine', 'automobile'], ['n', 'n']], [['chandelier', 'candle'], ['n', 'n']], [['tuxedo', 'wardrobe'], ['n', 'n']], [['diamond', 'rhinestone'], ['n', 'n']], [['yacht', 'harbor'], ['n', 'n']]]","[['limousine', 'automobile'], ['n', 'n']]",a,"['mansion', 'residence']","['n', 'n']",ML: http://www.gre.org/pprepdwnld.html GRE questions (2),0,0,0,0,0,0,0,0
164,"[[['scarf', 'hat'], ['n', 'n']], [['box', 'bag'], ['n', 'n']], [['crate', 'produce'], ['n', 'n']], [['neck', 'head'], ['n', 'n']], [['blood', 'heart'], ['n', 'n']]]","[['crate', 'produce'], ['n', 'n']]",c,"['envelope', 'letter']","['n', 'n']",ML: http://www.gre.org/pprepdwnld.html GRE questions (3),0,0,1,1,1,1,1,1
165,"[[['ceremony', 'sermon'], ['n', 'n']], [['agenda', 'advertisement'], ['n', 'n']], [['poetry', 'recitation'], ['n', 'n']], [['instrumentation', 'conductor'], ['n', 'n']], [['plot', 'story'], ['n', 'n']]]","[['plot', 'story'], ['n', 'n']]",e,"['choreography', 'dance']","['n', 'n']",ML: http://www.gre.org/pprepdwnld.html GRE questions (4),0,0,0,0,0,0,0,0
166,"[[['deprivation', 'materialism'], ['n', 'n']], [['indiscretion', 'convention'], ['n', 'n']], [['affliction', 'sympathy'], ['n', 'n']], [['adventure', 'expedition'], ['n', 'n']], [['drug', 'medicine'], ['n', 'n']]]","[['indiscretion', 'convention'], ['n', 'n']]",b,"['overdose', 'prescription']","['n', 'n']",ML: http://www.gre.org/pprepdwnld.html GRE questions (5),1,1,1,1,1,1,1,1
167,"[[['petrify', 'stone'], ['v', 'n']], [['centrifuge', 'liquid'], ['v', 'n']], [['saturate', 'fluid'], ['v', 'n']], [['corrode', 'acid'], ['v', 'n']], [['incinerate', 'fire'], ['v', 'n']]]","[['petrify', 'stone'], ['v', 'n']]",a,"['evaporate', 'vapor']","['v', 'n']",ML: http://www.gre.org/pprepdwnld.html GRE questions (6),0,0,0,0,0,0,0,0
168,"[[['flint', 'stone'], ['n', 'n']], [['flange', 'wheel'], ['n', 'n']], [['cinder', 'coal'], ['n', 'n']], [['fragment', 'bone'], ['n', 'n']], [['tare', 'grain'], ['n', 'n']]]","[['fragment', 'bone'], ['n', 'n']]",d,"['shard', 'pottery']","['n', 'n']",ML: http://www.gre.org/pprepdwnld.html GRE questions (7),1,1,1,1,1,1,1,1
169,"[[['vindictive', 'revenge'], ['a', 'n']], [['scholarly', 'library'], ['a', 'n']], [['immaculate', 'cleanliness'], ['a', 'n']], [['thirsty', 'water'], ['a', 'n']], [['belligerent', 'invasion'], ['a', 'n']]]","[['vindictive', 'revenge'], ['a', 'n']]",a,"['mercenary', 'money']","['a', 'n']","ML: http://www.gre.org/pprepdwnld.html GRE questions (8)  (PDT: ""reverence"" --> ""revenge"")",1,1,0,0,0,0,0,0
170,"[[['knocker', 'door'], ['n', 'n']], [['stick', 'gong'], ['n', 'n']], [['hand', 'drum'], ['n', 'n']], [['pestle', 'mortar'], ['n', 'n']], [['gavel', 'lectern'], ['n', 'n']]]","[['pestle', 'mortar'], ['n', 'n']]",d,"['hammer', 'anvil']","['n', 'n']",ML: http://www.gre.org/pprepdwnld.html GRE questions (9),0,0,0,0,0,0,0,0
171,"[[['reflect', 'luminous'], ['v', 'a']], [['burnish', 'lustrous'], ['v', 'a']], [['heckle', 'raucous'], ['v', 'a']], [['repulse', 'odious'], ['v', 'a']], [['braid', 'sinuous'], ['v', 'a']]]","[['burnish', 'lustrous'], ['v', 'a']]",b,"['numb', 'insensible']","['v', 'a']",ML: http://www.gre.org/pprepdwnld.html GRE questions (10),0,0,0,0,0,0,0,0
172,"[[['dispassionate', 'equanimity'], ['a', 'n']], [['macabre', 'interest'], ['a', 'n']], [['perfidious', 'loyalty'], ['a', 'n']], [['brilliant', 'gullibility'], ['a', 'n']], [['lavish', 'extravagance'], ['a', 'n']]]","[['perfidious', 'loyalty'], ['a', 'n']]",c,"['exorbitant', 'moderation']","['a', 'n']",ML: http://www.gre.org/pprepdwnld.html GRE questions (11),1,1,0,1,0,1,0,1
173,"[[['annoyed', 'disillusioned'], ['a', 'a']], [['disturbed', 'interrupted'], ['a', 'a']], [['covetous', 'rapacious'], ['a', 'a']], [['outmoded', 'ostentatious'], ['a', 'a']], [['tranquil', 'placid'], ['a', 'a']]]","[['covetous', 'rapacious'], ['a', 'a']]",c,"['troubled', 'distraught']","['a', 'a']",ML: http://www.gre.org/pprepdwnld.html GRE questions (12),0,0,0,0,0,0,0,0
174,"[[['temperature', 'virus'], ['n', 'n']], [['influenza', 'feverish'], ['n', 'a']], [['fear', 'heights'], ['n', 'n']], [['illness', 'germs'], ['n', 'n']], [['no', 'choice'], ['a', 'n']]]","[['influenza', 'feverish'], ['n', 'a']]",b,"['vertigo', 'dizzy']","['n', 'a']",ML: http://www.queendom.com/tests/iq/verbal_iq_a_1.html (1),1,1,1,1,1,1,1,1
175,"[[['new', 'used'], ['a', 'a']], [['alien', 'foreign'], ['a', 'a']], [['aged', 'wrinkled'], ['a', 'a']], [['immigrate', 'exodus'], ['v', 'n']], [['no', 'choice'], ['a', 'n']]]","[['alien', 'foreign'], ['a', 'a']]",b,"['indigenous', 'native']","['a', 'a']",ML: http://www.queendom.com/tests/iq/verbal_iq_a_1.html (2),0,0,1,0,1,0,1,0
176,"[[['rancid', 'fragrant'], ['a', 'a']], [['chewy', 'textured'], ['a', 'a']], [['coarse', 'rough'], ['a', 'a']], [['solitude', 'company'], ['n', 'n']], [['no', 'choice'], ['a', 'n']]]","[['coarse', 'rough'], ['a', 'a']]",c,"['palatable', 'toothsome']","['a', 'a']",ML: http://www.queendom.com/tests/iq/verbal_iq_a_1.html (3),0,0,1,1,1,1,1,1
177,"[[['brush', 'bucket'], ['n', 'n']], [['peanut', 'butter'], ['n', 'n']], [['clock', 'time'], ['n', 'n']], [['art', 'life'], ['n', 'n']], [['no', 'choice'], ['a', 'n']]]","[['peanut', 'butter'], ['n', 'n']]",b,"['paint', 'canvas']","['n', 'n']",ML: http://www.queendom.com/tests/iq/verbal_iq_a_1.html (4),0,0,0,0,0,0,0,0
178,"[[['posh', 'sumptuous'], ['a', 'a']], [['luxurious', 'spare'], ['a', 'a']], [['moneyed', 'frugal'], ['a', 'a']], [['rich', 'poor'], ['a', 'a']], [['no', 'choice'], ['a', 'n']]]","[['luxurious', 'spare'], ['a', 'a']]",b,"['seedy', 'elegant']","['a', 'a']",ML: http://www.queendom.com/tests/iq/verbal_iq_a_1.html (5),0,0,0,0,0,0,0,0
179,"[[['castle', 'turret'], ['n', 'n']], [['bathroom', 'sink'], ['n', 'n']], [['chair', 'furniture'], ['n', 'n']], [['apartment', 'rent'], ['n', 'n']], [['no', 'choice'], ['a', 'n']]]","[['chair', 'furniture'], ['n', 'n']]",c,"['bungalow', 'domicile']","['n', 'n']",ML: http://www.queendom.com/tests/iq/verbal_iq_a_1.html (6),0,0,0,0,0,0,0,0
180,"[[['abhor', 'dislike'], ['v', 'v']], [['reject', 'despise'], ['v', 'v']], [['praise', 'lavish'], ['v', 'v']], [['ingest', 'reject'], ['v', 'v']], [['no', 'choice'], ['a', 'n']]]","[['abhor', 'dislike'], ['v', 'v']]",a,"['devour', 'consume']","['v', 'v']",ML: http://www.queendom.com/tests/iq/verbal_iq_a_1.html (6),0,0,1,0,0,1,0,0
181,"[[['oak', 'tree'], ['n', 'n']], [['tendril', 'vine'], ['n', 'n']], [['rat', 'vermin'], ['n', 'n']], [['meow', 'cat'], ['n', 'n']], [['no', 'choice'], ['a', 'n']]]","[['tendril', 'vine'], ['n', 'n']]",b,"['tentacle', 'octopus']","['n', 'n']",ML: http://www.queendom.com/tests/iq/verbal_iq_a_1.html (7),1,1,1,1,1,1,1,1
182,"[[['loud', 'cacophony'], ['a', 'n']], [['rebel', 'solitude'], ['v', 'n']], [['secede', 'autonomous'], ['v', 'a']], [['inferior', 'dominant'], ['a', 'a']], [['no', 'choice'], ['a', 'n']]]","[['secede', 'autonomous'], ['v', 'a']]",c,"['submit', 'subordinate']","['v', 'a']",ML: http://www.queendom.com/tests/iq/verbal_iq_a_1.html (8),1,1,1,1,1,1,1,1
183,"[[['africa', 'continent'], ['n', 'n']], [['meow', 'cat'], ['n', 'n']], [['barnyard', 'farm'], ['n', 'n']], [['picnic', 'basket'], ['n', 'n']], [['no', 'choice'], ['a', 'n']]]","[['africa', 'continent'], ['n', 'n']]",a,"['beagle', 'dog']","['n', 'n']",ML: http://www.queendom.com/tests/iq/verbal_iq_a_1.html (9),0,0,0,0,0,0,0,0
184,"[[['isolation', 'solitude'], ['a', 'n']], [['inflated', 'exaggerated'], ['a', 'a']], [['willful', 'oblivious'], ['a', 'a']], [['infirmity', 'strength'], ['a', 'n']], [['no', 'choice'], ['a', 'n']]]","[['infirmity', 'strength'], ['a', 'n']]",d,"['indigence', 'opulence']","['a', 'n']",ML: http://www.queendom.com/tests/iq/verbal_iq_b_1.html (1),0,0,1,1,0,1,0,1
185,"[[['prophet', 'predict'], ['n', 'v']], [['instructor', 'discipline'], ['n', 'n']], [['tyrant', 'relentless'], ['n', 'a']], [['citizen', 'unique'], ['n', 'a']], [['no', 'choice'], ['a', 'n']]]","[['prophet', 'predict'], ['n', 'v']]",a,"['mentor', 'guide']","['n', 'v']",ML: http://www.queendom.com/tests/iq/verbal_iq_b_1.html (2),0,0,0,0,0,0,0,0
186,"[[['song', 'musician'], ['n', 'n']], [['novel', 'book'], ['n', 'n']], [['artist', 'painting'], ['n', 'n']], [['page', 'typeface'], ['n', 'n']], [['no', 'choice'], ['a', 'n']]]","[['novel', 'book'], ['n', 'n']]",b,"['haiku', 'poem']","['n', 'n']",ML: http://www.queendom.com/tests/iq/verbal_iq_b_1.html (3),0,0,1,0,1,1,1,1
187,"[[['movement', 'fluidity'], ['n', 'n']], [['inherent', 'extrinsic'], ['a', 'a']], [['border', 'threshold'], ['n', 'n']], [['permission', 'allowance'], ['n', 'n']], [['no', 'choice'], ['a', 'n']]]","[['inherent', 'extrinsic'], ['a', 'a']]",b,"['dynamic', 'static']","['a', 'a']",ML: http://www.queendom.com/tests/iq/verbal_iq_b_1.html (4),1,1,1,1,1,1,1,1
188,"[[['knife', 'stone'], ['n', 'n']], [['tool', 'garage'], ['n', 'n']], [['pistol', 'holster'], ['n', 'n']], [['gun', 'bullet'], ['n', 'n']], [['no', 'choice'], ['a', 'n']]]","[['gun', 'bullet'], ['n', 'n']]",d,"['sword', 'sheath']","['n', 'n']",ML: http://www.queendom.com/tests/iq/verbal_iq_b_1.html (5) (wet stone->stone),0,0,0,0,0,0,0,0
189,"[[['botanist', 'capsicum'], ['n', 'n']], [['professor', 'student'], ['n', 'n']], [['agriculturist', 'dairy'], ['n', 'n']], [['priest', 'religion'], ['n', 'n']], [['no', 'choice'], ['a', 'n']]]","[['botanist', 'capsicum'], ['n', 'n']]",a,"['paleontologist', 'tyrannosaurus']","['n', 'n']",ML: http://www.queendom.com/tests/iq/verbal_iq_b_1.html (6) (corrected tyrannosaurus),1,1,1,1,1,1,1,1
190,"[[['love', 'loneliness'], ['n', 'n']], [['ginseng', 'energy'], ['n', 'n']], [['antiseptic', 'wound'], ['n', 'n']], [['anodyne', 'pain'], ['n', 'n']], [['no', 'choice'], ['a', 'n']]]","[['love', 'loneliness'], ['n', 'n']]",a,"['food', 'hunger']","['n', 'n']",ML: http://www.queendom.com/tests/iq/verbal_iq_b_1.html (7),0,0,1,0,0,0,1,0
191,"[[['rod', 'trout'], ['n', 'n']], [['pencil', 'draw'], ['n', 'v']], [['nail', 'hammer'], ['n', 'v']], [['telescope', 'star'], ['n', 'n']], [['no', 'choice'], ['a', 'n']]]","[['pencil', 'draw'], ['n', 'v']]",b,"['crowbar', 'pry']","['n', 'v']",ML: http://www.queendom.com/tests/iq/verbal_iq_b_1.html (8) (fishing rod->rod),0,0,0,0,1,0,0,0
192,"[[['stack', 'brick'], ['n', 'n']], [['cord', 'wood'], ['n', 'n']], [['barrel', 'oil'], ['n', 'n']], [['bushel', 'apple'], ['n', 'n']], [['no', 'choice'], ['a', 'n']]]","[['cord', 'wood'], ['n', 'n']]",b,"['ream', 'paper']","['n', 'n']",ML: http://www.queendom.com/tests/iq/verbal_iq_b_1.html (9),0,0,0,0,0,0,0,0
193,"[[['polite', 'servile'], ['a', 'a']], [['whisper', 'scream'], ['v', 'v']], [['grasping', 'needy'], ['a', 'a']], [['abstinent', 'indulgent'], ['a', 'a']], [['no', 'choice'], ['a', 'n']]]","[['grasping', 'needy'], ['a', 'a']]",c,"['fond', 'doting']","['a', 'a']",ML: http://www.queendom.com/tests/iq/verbal_iq_b_1.html (10),0,0,0,0,0,0,0,0
194,"[[['halibut', 'salmon'], ['n', 'n']], [['beak', 'feather'], ['n', 'n']], [['deer', 'fawn'], ['n', 'n']], [['beagle', 'dog'], ['n', 'n']], [['egg', 'chick'], ['n', 'n']]]","[['beagle', 'dog'], ['n', 'n']]",d,"['eagle', 'bird']","['n', 'n']",KS type: 1,1,1,0,1,0,1,0,1
195,"[[['brain', 'intelligence'], ['n', 'n']], [['happiness', 'bliss'], ['n', 'n']], [['smile', 'anger'], ['n', 'n']], [['agenda', 'list'], ['n', 'n']], [['clock', 'time'], ['n', 'n']]]","[['happiness', 'bliss'], ['n', 'n']]",b,"['worry', 'panic']","['n', 'n']",KS type: 2,1,1,0,0,0,0,0,0
196,"[[['moose', 'antlers'], ['n', 'n']], [['camel', 'hump'], ['n', 'n']], [['spider', 'legs'], ['n', 'n']], [['alligator', 'tail'], ['n', 'n']], [['cat', 'whiskers'], ['n', 'n']]]","[['spider', 'legs'], ['n', 'n']]",c,"['birds', 'wings']","['n', 'n']",KS type: 3,0,0,0,1,0,0,0,0
197,"[[['mountain', 'peak'], ['n', 'n']], [['gravel', 'driveway'], ['n', 'n']], [['sand', 'desert'], ['n', 'n']], [['minnow', 'fish'], ['n', 'n']], [['melon', 'fruit'], ['n', 'n']]]","[['minnow', 'fish'], ['n', 'n']]",d,"['pebble', 'rock']","['n', 'n']",KS type: 4,1,1,0,1,0,1,0,1
198,"[[['vital', 'wary'], ['a', 'a']], [['effusive', 'emotional'], ['a', 'a']], [['vain', 'beautiful'], ['a', 'a']], [['resolute', 'weak'], ['a', 'a']], [['old', 'modern'], ['a', 'a']]]","[['effusive', 'emotional'], ['a', 'a']]",b,"['livid', 'angry']","['a', 'a']",KS type: 5,1,1,1,0,0,0,1,0
199,"[[['snore', 'sleep'], ['v', 'v']], [['drawl', 'speak'], ['v', 'v']], [['throw', 'toss'], ['v', 'v']], [['ladle', 'brush'], ['v', 'v']], [['finish', 'end'], ['v', 'v']]]","[['drawl', 'speak'], ['v', 'v']]",b,"['saunter', 'walk']","['v', 'v']",KS type: 6,0,0,0,0,1,0,1,0
200,"[[['fish', 'school'], ['n', 'n']], [['lion', 'cat'], ['n', 'n']], [['wolf', 'sheep'], ['n', 'n']], [['cub', 'bear'], ['n', 'n']], [['dog', 'bone'], ['n', 'n']]]","[['lion', 'cat'], ['n', 'n']]",b,"['alligator', 'reptile']","['n', 'n']",KS type: 7,0,0,0,0,0,0,0,0
201,"[[['flour', 'bread'], ['n', 'n']], [['knife', 'utensil'], ['n', 'n']], [['grass', 'water'], ['n', 'n']], [['sail', 'ship'], ['n', 'n']], [['leaf', 'tree'], ['n', 'n']]]","[['knife', 'utensil'], ['n', 'n']]",b,"['cherry', 'fruit']","['n', 'n']",KS type: 8,1,1,0,0,0,0,0,0
202,"[[['cobra', 'venom'], ['n', 'n']], [['doctor', 'hospital'], ['n', 'n']], [['aluminum', 'metal'], ['n', 'n']], [['gymnasium', 'track'], ['n', 'n']], [['airplane', 'cloud'], ['n', 'n']]]","[['aluminum', 'metal'], ['n', 'n']]",c,"['oxygen', 'gas']","['n', 'n']",KS type: 9,1,1,1,0,1,1,1,1
203,"[[['salty', 'ocean'], ['a', 'n']], [['cloudy', 'height'], ['a', 'n']], [['lurid', 'shock'], ['a', 'n']], [['pious', 'faith'], ['a', 'n']], [['apathetic', 'caring'], ['a', 'n']]]","[['apathetic', 'caring'], ['a', 'n']]",e,"['shallow', 'depth']","['a', 'n']",KS type: 10,0,0,0,0,0,0,0,0
204,"[[['comprehensive', 'total'], ['a', 'n']], [['inquisitive', 'curiosity'], ['a', 'n']], [['moral', 'integrity'], ['a', 'n']], [['oblivious', 'awareness'], ['a', 'n']], [['witty', 'levity'], ['a', 'n']]]","[['oblivious', 'awareness'], ['a', 'n']]",d,"['brazen', 'shame']","['a', 'n']",KS type: 11,0,0,0,0,0,0,0,0
205,"[[['morbid', 'death'], ['a', 'n']], [['intrepid', 'fear'], ['a', 'n']], [['fundamental', 'basics'], ['a', 'n']], [['prominent', 'sight'], ['a', 'n']], [['hopeless', 'pessimism'], ['a', 'n']]]","[['intrepid', 'fear'], ['a', 'n']]",b,"['amorphous', 'shape']","['a', 'n']",KS type: 12,0,0,0,0,1,0,1,0
206,"[[['window', 'close'], ['n', 'v']], [['spice', 'season'], ['n', 'v']], [['cloth', 'weave'], ['n', 'v']], [['mask', 'frighten'], ['n', 'v']], [['country', 'vote'], ['n', 'v']]]","[['spice', 'season'], ['n', 'v']]",b,"['scissors', 'cut']","['n', 'v']",KS type: 13,0,0,0,1,0,0,0,0
207,"[[['laundry', 'fold'], ['n', 'v']], [['bleach', 'color'], ['n', 'v']], [['computer', 'repair'], ['n', 'v']], [['steel', 'forge'], ['n', 'v']], [['elevator', 'lift'], ['n', 'v']]]","[['elevator', 'lift'], ['n', 'v']]",e,"['glue', 'fasten']","['n', 'v']",KS type: 14,0,0,0,0,0,0,0,0
208,"[[['radio', 'repair'], ['n', 'v']], [['antidote', 'poison'], ['n', 'v']], [['detergent', 'clean'], ['n', 'v']], [['carpenter', 'build'], ['n', 'v']], [['rocket', 'launch'], ['n', 'v']]]","[['detergent', 'clean'], ['n', 'v']]",c,"['ornament', 'embellish']","['n', 'v']",KS type: 15,0,0,1,1,1,1,1,1
209,"[[['torpid', 'rule'], ['a', 'v']], [['innocent', 'judge'], ['a', 'v']], [['depraved', 'admire'], ['a', 'v']], [['estimable', 'praise'], ['a', 'v']], [['worthy', 'parody'], ['a', 'v']]]","[['estimable', 'praise'], ['a', 'v']]",d,"['reprehensible', 'condemn']","['a', 'v']",KS type: 16,1,1,0,0,0,0,0,0
210,"[[['boredom', 'apathy'], ['n', 'n']], [['cook', 'food'], ['n', 'n']], [['comedy', 'laughter'], ['n', 'n']], [['frown', 'anger'], ['n', 'n']], [['resentment', 'mutiny'], ['n', 'n']]]","[['frown', 'anger'], ['n', 'n']]",d,"['smile', 'happiness']","['n', 'n']",KS type: 17,0,0,1,1,1,1,1,1
211,"[[['rings', 'jeweler'], ['n', 'n']], [['pharmacy', 'pharmacist'], ['n', 'n']], [['roses', 'arrangement'], ['n', 'n']], [['wedding', 'caterer'], ['n', 'n']], [['stethoscope', 'doctor'], ['n', 'n']]]","[['rings', 'jeweler'], ['n', 'n']]",a,"['flowers', 'florist']","['n', 'n']",KS type: 18,1,1,0,1,0,1,0,1
212,"[[['economize', 'spend'], ['v', 'v']], [['revere', 'admire'], ['v', 'v']], [['sulk', 'roar'], ['v', 'v']], [['flirt', 'giggle'], ['v', 'v']], [['ignore', 'notice'], ['v', 'v']]]","[['revere', 'admire'], ['v', 'v']]",b,"['hoard', 'save']","['v', 'v']",KS type: 19,0,0,0,0,0,0,0,0
